title,publication_year,authors_list,doi,crossref_type,key
Moment-to-moment associations between posttraumatic stress symptoms and auditory hallucinations in the flow of daily life,2020,"Rachel M. Brand, Sarah Bendall, Amy Hardy, Susan L. Rossell, Denny Meyer, Neil Thomas",10.1016/j.psychres.2020.112838,journal-article,researchgraph.com/doi/10.1016/j.psychres.2020.112838
"Can We Use an Interventionist-Causal Paradigm to Untangle the Relationship between Trauma, PTSD and Psychosis?",2017,"Rachel M. Brand, Susan L. Rossell, Sarah Bendall, Neil Thomas",10.3389/fpsyg.2017.00306,journal-article,researchgraph.com/doi/10.3389/fpsyg.2017.00306
A tale of two outcomes: Remission and exacerbation in the use of trauma‐focused imaginal exposure for trauma‐related voice‐hearing. Key learnings to guide future practice,2020,"Rachel M. Brand, Amy Hardy, Sarah Bendall, Neil Thomas",10.1111/cp.12202,journal-article,researchgraph.com/doi/10.1111/cp.12202
"The Acceptability, Feasibility and Potential Outcomes of an Individual Mindfulness-Based Intervention for Hearing Voices",2018,"Stephanie Louise, Susan L. Rossell, Neil Thomas",10.1017/s1352465818000425,journal-article,researchgraph.com/doi/10.1017/s1352465818000425
Contact with recovered peers: buffering disempowering service experiences and promoting personal recovery in serious mental illness,2019,"Bronte McLeod, Denny Meyer, Greg Murray, Fiona Foley, Nev Jones, Neil Thomas",10.1192/bjo.2019.72,journal-article,researchgraph.com/doi/10.1192/bjo.2019.72
On the phenomenology of auditory verbal hallucinations in affective and non-affective psychosis,2020,"Wei Lin Toh, Neil Thomas, Yitzchak Hollander, Susan Lee Rossell",10.1016/j.psychres.2020.113147,journal-article,researchgraph.com/doi/10.1016/j.psychres.2020.113147
"F208. COGNITION, POSITIVE SYMPTOMS, AND INTERNET USE FOR MENTAL HEALTH IN PEOPLE WITH PSYCHOSIS",2018,"Kristi-Ann Villagonzalo, Chelsea Arnold, Fiona Foley, Denny Meyer, John Farhall, Susan Rossell, Neil Thomas",10.1093/schbul/sby017.739,journal-article,researchgraph.com/doi/10.1093/schbul/sby017.739
Theme Introduction: Advancing Our Understanding of Hallucinations,2016,"Susan L. Rossell, Neil Thomas, Flavie Waters",10.1093/schbul/sbw089,journal-article,researchgraph.com/doi/10.1093/schbul/sbw089
"Mindfulness-based group therapy for in-patients with schizophrenia spectrum disorders – Feasibility, acceptability, and preliminary outcomes of a rater-blinded randomized controlled trial",2021,"Kerem Böge, Inge Hahne, Niklas Bergmann, Katja Wingenfeld, Marco Zierhut, Neil Thomas, Thi Minh Tam Ta, Malek Bajbouj, Eric Hahn",10.1016/j.schres.2020.12.008,journal-article,researchgraph.com/doi/10.1016/j.schres.2020.12.008
Predicting engagement with an online psychosocial intervention for psychosis: Exploring individual- and intervention-level predictors,2019,"Chelsea Arnold, Kristi-Ann Villagonzalo, Denny Meyer, John Farhall, Fiona Foley, Michael Kyrios, Neil Thomas",10.1016/j.invent.2019.100266,journal-article,researchgraph.com/doi/10.1016/j.invent.2019.100266
Understanding the role of self in auditory verbal hallucinations using a self‐discrepancy paradigm,2020,"Monique Scott, Susan L. Rossell, Wei Lin Toh, Neil Thomas",10.1111/papt.12276,journal-article,researchgraph.com/doi/10.1111/papt.12276
Assessment of People with Psychotic and Bipolar Disorders,2019,"Rachel Brand, Greg Murray, Neil Thomas",10.1017/9781108235433.026,book-chapter,researchgraph.com/doi/10.1017/9781108235433.026
"Towards recovery-oriented psychosocial interventions for bipolar disorder: Quality of life outcomes, stage-sensitive treatments, and mindfulness mechanisms",2017,"Greg Murray, Nuwan D Leitan, Neil Thomas, Erin E Michalak, Sheri L Johnson, Steven Jones, Tania Perich, Lesley Berk, Michael Berk",10.1016/j.cpr.2017.01.002,journal-article,researchgraph.com/doi/10.1016/j.cpr.2017.01.002
Acceptance and commitment therapy for psychosis: Randomised controlled trial,2017,"Frances Shawyer, John Farhall, Neil Thomas, Steven C. Hayes, Robert Gallop, David Copolov, David J. Castle",10.1192/bjp.bp.116.182865,journal-article,researchgraph.com/doi/10.1192/bjp.bp.116.182865
"Childhood trauma, attachment and negative schemas in relation to negative auditory verbal hallucination (AVH) content",2020,"Monique Scott, Susan L Rossell, Denny Meyer, Wei Lin Toh, Neil Thomas",10.1016/j.psychres.2020.112997,journal-article,researchgraph.com/doi/10.1016/j.psychres.2020.112997
Gender differences in weight‐related and non‐weight‐related appearance concerns in a community sample,2016,"Charlotte Keating, Jessie Stephens, Neil Thomas, David J. Castle, Susan L. Rossell",10.1111/ajpy.12092,journal-article,researchgraph.com/doi/10.1111/ajpy.12092
Development of a Lived Experience-Based Digital Resource for a Digitally-Assisted Peer Support Program for Young People Experiencing Psychosis,2020,"Claire E. Peck, Michelle H. Lim, Melanie Purkiss, Fiona Foley, Liza Hopkins, Neil Thomas",10.3389/fpsyt.2020.00635,journal-article,researchgraph.com/doi/10.3389/fpsyt.2020.00635
Mindfulness-Based Interventions for In-Patients With Schizophrenia Spectrum Disorders—A Qualitative Approach,2020,"Kerem Böge, Almira Karadza, Lukas M. Fuchs, Felicitas Ehlen, Thi Minh Tam Ta, Neil Thomas, Malek Bajbouj, Eric Hahn",10.3389/fpsyt.2020.00600,journal-article,researchgraph.com/doi/10.3389/fpsyt.2020.00600
Engaging With a Web-Based Psychosocial Intervention for Psychosis: Qualitative Study of User Experiences,2020,"Chelsea Arnold, Anne Williams, Neil Thomas",10.2196/16730,journal-article,researchgraph.com/doi/10.2196/16730
The Changing Face of Hallucination Research: The International Consortium on Hallucination Research (ICHR) 2015 Meeting Report: Table 1.,2015,"Neil Thomas, Susan L. Rossell, Flavie Waters",10.1093/schbul/sbv183,journal-article,researchgraph.com/doi/10.1093/schbul/sbv183
SU111. A Comprehensive Phenomenological Examination of Auditory Verbal Hallucinations (AVHs): A Comparison of Mood vs Psychotic Disorders,2017,"Wei Lin Toh, Neil Thomas",10.1093/schbul/sbx024.107,journal-article,researchgraph.com/doi/10.1093/schbul/sbx024.107
Mental Health Service User and Worker Experiences of Psychosocial Support Via Telehealth Through the COVID-19 Pandemic: Qualitative Study,2021,"Annie Venville, Sarah O'Connor, Hannah Roeschlein, Priscilla Ennals, Grace McLoughlan, Neil Thomas",10.2196/29671,journal-article,researchgraph.com/doi/10.2196/29671
Mental Health Service User and Worker Experiences of Psychosocial Support Via Telehealth Through the COVID-19 Pandemic: Qualitative Study (Preprint),2021,"Annie Venville, Sarah O'Connor, Hannah Roeschlein, Priscilla Ennals, Grace McLoughlan, Neil Thomas",10.2196/preprints.29671,posted-content,researchgraph.com/doi/10.2196/preprints.29671
The Questionnaire for Psychotic Experiences: An Examination of the Validity and Reliability,2019,"Susan L Rossell, Maya J L Schutte, Wei Lin Toh, Neil Thomas, Clara Strauss, Mascha M J Linszen, Edwin van Dellen, Sophie M Heringa, Rob Teunisse, Christina W Slotema, Iris E C Sommer",10.1093/schbul/sby148,journal-article,researchgraph.com/doi/10.1093/schbul/sby148
The Therapeutic Use of Digital Technologies in Psychosis,2020,"Imogen H. Bell, Michelle H. Lim, Neil Thomas",10.1016/b978-0-12-815012-2.00027-4,book-chapter,researchgraph.com/doi/10.1016/b978-0-12-815012-2.00027-4
What Role Can Avatars Play in e-Mental Health Interventions? Exploring New Models of Client–Therapist Interaction,2016,"Imogen C. Rehm, Emily Foenander, Klaire Wallace, Jo-Anne M. Abbott, Michael Kyrios, Neil Thomas",10.3389/fpsyt.2016.00186,journal-article,researchgraph.com/doi/10.3389/fpsyt.2016.00186
Recovery After Psychosis: Qualitative Study of Service User Experiences of Lived Experience Videos on a Recovery-Oriented Website (Preprint),2018,"Anne Williams, Ellie Fossey, John Farhall, Fiona Foley, Neil Thomas",10.2196/preprints.9934,posted-content,researchgraph.com/doi/10.2196/preprints.9934
Does mindfulness help people adapt to the experience of hearing voices?,2018,"Louise Stephanie, Rossell Susan L., Toh Wei Lin, Scott Monique, Thomas Neil",10.1016/j.psychres.2018.09.013,journal-article,researchgraph.com/doi/10.1016/j.psychres.2018.09.013
Recovery After Psychosis: Qualitative Study of Service User Experiences of Lived Experience Videos on a Recovery-Oriented Website,2018,"Anne Williams, Ellie Fossey, John Farhall, Fiona Foley, Neil Thomas",10.2196/mental.9934,journal-article,researchgraph.com/doi/10.2196/mental.9934
Trauma‐focused imaginal exposure for auditory hallucinations: A case series,2020,"Rachel M. Brand, Sarah Bendall, Amy Hardy, Susan L. Rossell, Neil Thomas",10.1111/papt.12284,journal-article,researchgraph.com/doi/10.1111/papt.12284
Bringing the â€œselfâ€ into focus: conceptualising the role of self-experience for understanding and working with distressing voices,2015,"Sarah F. Fielding-Smith, Mark Hayward, Clara Strauss, David Fowler, Georgie Paulik, Neil Thomas",10.3389/fpsyg.2015.01129,journal-article,researchgraph.com/doi/10.3389/fpsyg.2015.01129
Intensive residential treatment for obsessive-compulsive disorder: Outcomes and predictors of patient adherence to cognitive-behavioural therapy,2016,"Nathan Dowling, Neil Thomas, Scott Blair-West, Chad Bousman, Keong Yap, Deidre J. Smith, Chee H. Ng",10.1016/j.jocrd.2016.04.006,journal-article,researchgraph.com/doi/10.1016/j.jocrd.2016.04.006
"The Feasibility, Acceptability, and Efficacy of Delivering Internet-Based Self-Help and Guided Self-Help Interventions for Generalized Anxiety Disorder to Indian University Students: Design of a Rando",2015,"Nitya Kanuri, Michelle G Newman, Josef I Ruzek, Eric Kuhn, M Manjula, Megan Jones, Neil Thomas, Jo-Anne M Abbott, Smita Sharma, C. Barr Taylor",10.2196/resprot.4783,journal-article,researchgraph.com/doi/10.2196/resprot.4783
Clozapine Combination and Augmentation Strategies in Patients With Schizophrenia —Recommendations From an International Expert Survey Among the Treatment Response and Resistance in Psychosis (TRRIP) W,2020,"Elias Wagner, John M Kane, Christoph U Correll, Oliver Howes, Dan Siskind, William G Honer, Jimmy Lee, Peter Falkai, Thomas Schneider-Axmann, Alkomiet Hasan",10.1093/schbul/sbaa060,journal-article,researchgraph.com/doi/10.1093/schbul/sbaa060
Development and validation of a scale for self-efficacy for personal recovery in persisting mental illness,2018,"Kristi-Ann Villagonzalo, Nuwan Leitan, John Farhall, Fiona Foley, Bronte McLeod, Neil Thomas",10.1016/j.psychres.2018.08.093,journal-article,researchgraph.com/doi/10.1016/j.psychres.2018.08.093
A Model for the Development of Acceptance- and Mindfulness- Based Therapies,2015,Neil Thomas,10.1093/med:psych/9780199997213.003.0009,book-chapter,researchgraph.com/doi/10.1093/med:psych/9780199997213.003.0009
"Characteristics of non-clinical hallucinations: A mixed-methods analysis of auditory, visual, tactile and olfactory hallucinations in a primary voice-hearing cohort",2020,"Wei Lin Toh, Neil Thomas, Michelle Robertson, Susan Lee Rossell",10.1016/j.psychres.2020.112987,journal-article,researchgraph.com/doi/10.1016/j.psychres.2020.112987
"Reply to Clifford, G., Dalgleish, T. and Hitchcock, C., 2018. Prevalence of auditory pseudohallucinations in adult survivors of physical and sexual trauma with chronic post-traumatic stress disorder (",2021,"Michelle K. Jamieson, Benjamin Alderson-Day, Stephanie Allan, Rachel Brand, Andrew Gumley, Akiko Hart, Claire Matrunola, Neil Thomas",10.1016/j.brat.2020.103789,journal-article,researchgraph.com/doi/10.1016/j.brat.2020.103789
F104. A STANDARDISED EMPIRICAL INVESTIGATION OF THE CLINICAL PROFILE OF PSYCHOSIS FOLLOWING TRAUMATIC BRAIN INJURY (PFTBI),2018,"Rachel Batty, Neil Thomas, Andrew Francis, Malcolm Hopwood, Jennie Ponsford, Susan Rossell",10.1093/schbul/sby017.635,journal-article,researchgraph.com/doi/10.1093/schbul/sby017.635
MEG responses over right inferior frontal gyrus during stop-signal task performance,2015,"Hughes Matthew, Woods William, Thomas Neil, Michie Patricia, Rossell Susan",10.3389/conf.fnhum.2015.217.00138,journal-article,researchgraph.com/doi/10.3389/conf.fnhum.2015.217.00138
Helping people with a mental illness obtain work: the Health Optimisation Program for Employment,2016,"David Castle, Caroline Crosse, Dea Morgain, Caitlin McDowell, Susan Rossell, Neil Thomas, Andrea Phillipou, Monica Gilbert, Gaye Moore, Ellie Fossey, Carol Harvey",10.1177/1039856216654400,journal-article,researchgraph.com/doi/10.1177/1039856216654400
Who jumps to conclusions? A comprehensive assessment of probabilistic reasoning in psychosis following traumatic brain injury (PFTBI).,2015,"Batty Rachel, Francis Andrew, Thomas Neil, Hopwood Malcolm, Ponsford Jennie, Rossell Susan",10.3389/conf.fnhum.2015.217.00106,journal-article,researchgraph.com/doi/10.3389/conf.fnhum.2015.217.00106
"Can we respond mindfully to distressing voices? A systematic review of evidence for engagement, acceptability, effectiveness and mechanisms of change for mindfulness-based interventions for people dis",2015,"Clara Strauss, Neil Thomas, Mark Hayward",10.3389/fpsyg.2015.01154,journal-article,researchgraph.com/doi/10.3389/fpsyg.2015.01154
Promoting Personal Recovery in People with Persisting Psychotic Disorders: Development and Pilot Study of a Novel Digital Intervention,2016,"Neil Thomas, John Farhall, Fiona Foley, Nuwan Dominic Leitan, Kristi-Ann Villagonzalo, Emma Ladd, Cassy Nunan, Sue Farnan, Rosalie Frankish, Tara Smark, Susan L. Rossell, Leon Sterling, Greg Murray, David Jonathon Castle, Michael Kyrios",10.3389/fpsyt.2016.00196,journal-article,researchgraph.com/doi/10.3389/fpsyt.2016.00196
Mindfulness- and acceptance-based interventions for psychosis: Our current understanding and a meta-analysis,2018,"Stephanie Louise, Molly Fitzpatrick, Clara Strauss, Susan L. Rossell, Neil Thomas",10.1016/j.schres.2017.05.023,journal-article,researchgraph.com/doi/10.1016/j.schres.2017.05.023
Being a Scientist–Practitioner in the Field of Psychosis: Experiences From Voices Clinics,2020,"Georgie Paulik, Neil Thomas, Evie Glasshouse, Mark Hayward",10.1016/b978-0-12-815012-2.00026-2,book-chapter,researchgraph.com/doi/10.1016/b978-0-12-815012-2.00026-2
Investigation of Intervention Solutions to Enhance Adherence to Oral Anticancer Medicines in Adults: Overview of Reviews,2022,"Thu Ha Dang, Abdur Rahim Mohammad Forkan, Nilmini Wickramasinghe, Prem Prakash Jayaraman, Marliese Alexander, Kate Burbury, Penelope Schofield",10.2196/34833,journal-article,researchgraph.com/doi/10.2196/34833
Trends in blood pressure changes and hypertension prevalence in Australian adults before and during the COVID‐19 pandemic,2024,"Janis M. Nolde, Fleur Streets, Denny Meyer, Won Sun Chen, Jiajun Wei, Nilmini Wickramasinghe, Patrick Hannebery, Gavin W. Lambert, Markus P. Schlaich",10.1111/jch.14761,journal-article,researchgraph.com/doi/10.1111/jch.14761
Extended Length of Hospital Stay for Surgical and Medical Patients – Insights from Hospital and Psychosocial Predictors,2022,"Chinedu Ossai, Nilmini Wickramasinghe",10.24251/hicss.2022.447,proceedings-article,researchgraph.com/doi/10.24251/hicss.2022.447
Facilitating a Shared Meaning of AI/ML Findings amongst Key Healthcare Stakeholders,2023,"Wendy D. Lynch, John Zelcer, Nilmini Wickramasinghe",10.1201/9781032699745-22,book-chapter,researchgraph.com/doi/10.1201/9781032699745-22
Leveraging value-based care principles in developing eHealth systems: A teaching case,2022,"Noor Fadzlina Mohd Fadhil, SayYen Teoh, Nilmini Wickramasinghe",10.1177/20438869211063219,journal-article,researchgraph.com/doi/10.1177/20438869211063219
Clinical Tele-Assessment: The Missing Piece in Healthcare Pathways for Orthopaedics,2022,"Oren Tirosh, John Zelcer, Nilmini Wickramasinghe",10.1007/978-3-030-95675-2_8,book-chapter,researchgraph.com/doi/10.1007/978-3-030-95675-2_8
Non-invasive blood glucose monitoring technology in diabetes management: review,2024,"Jeban Chandir Moses, Sasan Adibi, Nilmini Wickramasinghe, Lemai Nguyen, Maia Angelova, Sheikh Mohammed Shariful Islam",10.21037/mhealth-23-9,journal-article,researchgraph.com/doi/10.21037/mhealth-23-9
Respecting the patients' needs: the accountability shared model,2023,"Nilmini Wickramasinghe, Rima Gibbings",10.1504/ijtmcp.2023.136178,journal-article,researchgraph.com/doi/10.1504/ijtmcp.2023.136178
Linking Activity Theory Within User-Centered Design: Novel Framework to Inform Design and Evaluation of Adverse Drug Reaction Reporting Systems in Pharmacy,2023,"Joel Fossouo Tagne, Reginald Amin Yakob, Rachael Mcdonald, Nilmini Wickramasinghe",10.2196/43529,journal-article,researchgraph.com/doi/10.2196/43529
What is holding back glucometer use? -A comparative study of rural and urban India,2022,"Vinaytosh Mishra, Lemai Nguyen, Nilmini Wickramasinghe, Sheikh Mohammed Shariful Islam",10.1016/j.dsx.2022.102677,journal-article,researchgraph.com/doi/10.1016/j.dsx.2022.102677
